Platform,ad_id,reporting_start,reporting_end,campaign_id,fb_campaign_id,age,gender,interest1,interest2,interest3,impressions,clicks,spent,total_conversion,approved_conversion,CTR (%),CPC,CPM,CPA,Reporting_Start_Year,Reporting_Start_Month,Reporting_Start_Weekday,Reporting_End_Year,Reporting_End_Month,Reporting_End_Weekday,Row_ID,DataQuality
,747859,24/08/2017,24/08/2017,936,110944,30-34,F,27,32,33,22572,5,8.5,1,0,0.02%,170.00%,37.66%,850.00%,,,,,,,,
,747863,24/08/2017,24/08/2017,936,110944,30-34,F,27,30,33,1955,0,0,1,1,0.00%,0.00%,0.00%,0.00%,,,,,,,,
,747879,24/08/2017,24/08/2017,936,110947,30-34,F,30,36,31,493,0,0,1,0,0.00%,0.00%,0.00%,0.00%,,,,,,,,
,747903,24/08/2017,24/08/2017,936,110951,30-34,F,63,69,69,1491,0,0,1,1,0.00%,0.00%,0.00%,0.00%,,,,,,,,
,747911,24/08/2017,24/08/2017,936,110952,30-34,F,64,66,66,1495,0,0,1,1,0.00%,0.00%,0.00%,0.00%,,,,,,,,
,747968,24/08/2017,24/08/2017,936,110962,35-39,F,21,27,24,512,0,0,0,0,0.00%,0.00%,0.00%,0.00%,,,,,,,,
,747991,24/08/2017,24/08/2017,936,110966,35-39,F,25,31,27,4868,2,2.420000076,1,0,0.04%,121.00%,49.71%,242.00%,,,,,,,,
,748000,24/08/2017,24/08/2017,936,110967,35-39,F,26,27,32,6585,2,2.950000048,1,0,0.03%,147.50%,44.80%,295.00%,,,,,,,,
,748007,24/08/2017,24/08/2017,936,110968,35-39,F,27,29,28,10164,2,3.720000029,1,1,0.02%,186.00%,36.60%,372.00%,,,,,,,,
,748014,24/08/2017,24/08/2017,936,110970,35-39,F,29,31,35,11182,4,4.449999809,1,0,0.04%,111.25%,39.80%,445.00%,,,,,,,,
,748045,25/08/2017,25/08/2017,936,110975,35-39,F,63,69,64,1238,0,0,1,0,0.00%,0.00%,0.00%,0.00%,,,,,,,,
,748086,25/08/2017,25/08/2017,936,110982,40-44,F,16,19,18,34127,8,13.07000017,1,0,0.02%,163.38%,38.30%,1307.00%,,,,,,,,
,748087,26/08/2017,26/08/2017,936,110982,40-44,F,16,22,19,29466,7,10.84999967,2,0,0.02%,155.00%,36.82%,542.50%,,,,,,,,
,748089,26/08/2017,26/08/2017,936,110982,40-44,F,16,18,21,38759,9,10.84999967,1,0,0.02%,120.56%,27.99%,1085.00%,,,,,,,,
,748091,26/08/2017,26/08/2017,936,110982,40-44,F,16,17,19,41720,10,12.06000006,1,1,0.02%,120.60%,28.91%,1206.00%,,,,,,,,
,748225,26/08/2017,26/08/2017,936,111005,45-49,F,15,16,17,18602,5,8.860000134,1,0,0.03%,177.20%,47.63%,886.00%,,,,,,,,
,748230,26/08/2017,26/08/2017,936,111006,45-49,F,16,17,20,83929,21,27.72999954,4,1,0.03%,132.05%,33.04%,693.25%,,,,,,,,
,748231,27/08/2017,27/08/2017,936,111006,45-49,F,16,18,21,25194,6,7.349999905,1,0,0.02%,122.50%,29.17%,735.00%,,,,,,,,
,748233,27/08/2017,27/08/2017,936,111006,45-49,F,16,22,18,78627,19,26.53000045,1,0,0.02%,139.63%,33.74%,2653.00%,,,,,,,,
,748235,26/08/2017,26/08/2017,936,111006,45-49,F,16,18,19,102695,25,39.42999983,3,0,0.02%,157.72%,38.40%,1314.33%,,,,,,,,
,748294,26/08/2017,26/08/2017,936,111016,45-49,F,27,32,31,82827,24,47.93000031,3,0,0.03%,199.71%,57.87%,1597.67%,,,,,,,,
,748295,26/08/2017,26/08/2017,936,111016,45-49,F,27,31,32,9240,3,6.039999962,1,0,0.03%,201.33%,65.37%,604.00%,,,,,,,,
,748303,25/08/2017,25/08/2017,936,111018,45-49,F,29,32,33,7706,2,2.369999886,1,0,0.03%,118.50%,30.76%,237.00%,,,,,,,,
,748314,25/08/2017,25/08/2017,936,111020,45-49,F,31,34,32,7821,4,6.340000153,1,1,0.05%,158.50%,81.06%,634.00%,,,,,,,,
,748341,25/08/2017,25/08/2017,936,111024,45-49,F,64,67,68,1363,0,0,1,1,0.00%,0.00%,0.00%,0.00%,,,,,,,,
,776318,25/08/2017,25/08/2017,936,115484,45-49,F,15,16,19,3569,0,0,1,1,0.00%,0.00%,0.00%,0.00%,,,,,,,,
,776322,25/08/2017,25/08/2017,936,115485,45-49,F,16,21,20,119063,34,53.21999949,1,0,0.03%,156.53%,44.70%,5322.00%,,,,,,,,
,776323,26/08/2017,26/08/2017,936,115485,45-49,F,16,17,18,99078,23,35.79999948,2,0,0.02%,155.65%,36.13%,1790.00%,,,,,,,,
,776325,26/08/2017,26/08/2017,936,115485,45-49,F,16,19,20,452398,114,180.2200012,1,0,0.03%,158.09%,39.84%,18022.00%,,,,,,,,
,776334,26/08/2017,26/08/2017,936,115487,45-49,F,10,12,16,191223,48,76.41000056,1,0,0.03%,159.19%,39.96%,7641.00%,,,,,,,,
,776336,26/08/2017,26/08/2017,936,115487,45-49,F,10,15,14,22216,6,9.549999952,1,0,0.03%,159.17%,42.99%,955.00%,,,,,,,,
,776338,23/08/2017,23/08/2017,936,115487,45-49,F,10,12,11,48291,11,18.01999998,1,0,0.02%,163.82%,37.32%,1802.00%,,,,,,,,
,776353,23/08/2017,23/08/2017,936,115490,40-44,F,63,66,67,27559,8,13.37,1,0,0.03%,167.13%,48.51%,1337.00%,,,,,,,,
,776373,21/08/2017,21/08/2017,936,115493,45-49,F,25,27,27,10194,4,4.590000033,2,1,0.04%,114.75%,45.03%,229.50%,,,,,,,,
,776383,21/08/2017,21/08/2017,936,115495,45-49,F,23,27,29,1168,0,0,1,1,0.00%,0.00%,0.00%,0.00%,,,,,,,,
,776405,21/08/2017,21/08/2017,936,115498,45-49,F,21,25,22,40126,16,25.86000001,1,0,0.04%,161.63%,64.45%,2586.00%,,,,,,,,
,776416,21/08/2017,21/08/2017,936,115500,45-49,F,19,22,20,3659,1,0.49000001,1,1,0.03%,49.00%,13.39%,49.00%,,,,,,,,
,776430,22/08/2017,22/08/2017,936,115503,30-34,M,10,14,16,3200,0,0,1,0,0.00%,0.00%,0.00%,0.00%,,,,,,,,
,776464,22/08/2017,22/08/2017,936,115508,45-49,F,29,30,31,7550,1,1.679999948,1,1,0.01%,168.00%,22.25%,168.00%,,,,,,,,
,776469,22/08/2017,22/08/2017,936,115509,45-49,F,28,33,29,45397,15,25.41999936,1,1,0.03%,169.47%,55.99%,2542.00%,,,,,,,,
,776473,22/08/2017,22/08/2017,936,115510,30-34,M,16,22,22,23086,2,3.310000062,1,1,0.01%,165.50%,14.34%,331.00%,,,,,,,,
,776475,21/08/2017,21/08/2017,936,115510,30-34,M,16,21,20,16425,1,1.549999952,1,0,0.01%,155.00%,9.44%,155.00%,,,,,,,,
,776476,21/08/2017,21/08/2017,936,115510,30-34,M,16,17,18,43756,5,5.439999938,0,0,0.01%,108.80%,12.43%,0.00%,,,,,,,,
,776477,21/08/2017,21/08/2017,936,115510,30-34,M,16,22,17,9982,0,0,1,0,0.00%,0.00%,0.00%,0.00%,,,,,,,,
,776489,21/08/2017,21/08/2017,936,115512,45-49,F,26,31,28,175389,55,81.60999787,1,0,0.03%,148.38%,46.53%,8161.00%,,,,,,,,
,776494,21/08/2017,21/08/2017,936,115513,30-34,M,15,16,16,7015,0,0,1,0,0.00%,0.00%,0.00%,0.00%,,,,,,,,
,776515,21/08/2017,21/08/2017,936,115517,45-49,F,65,68,68,12706,3,4.98999989,1,1,0.02%,166.33%,39.27%,499.00%,,,,,,,,
,776519,21/08/2017,21/08/2017,936,115517,45-49,F,65,71,67,70702,20,31.7099998,1,0,0.03%,158.55%,44.85%,3171.00%,,,,,,,,
,776533,21/08/2017,21/08/2017,936,115520,45-49,F,63,64,68,63927,16,25.52000046,2,0,0.03%,159.50%,39.92%,1276.00%,,,,,,,,
,776534,21/08/2017,21/08/2017,936,115520,45-49,F,63,69,67,15105,3,4.25999999,1,0,0.02%,142.00%,28.20%,426.00%,,,,,,,,
,776538,21/08/2017,21/08/2017,936,115521,30-34,F,15,16,19,8774,1,1.830000043,1,0,0.01%,183.00%,20.86%,183.00%,,,,,,,,
,776551,21/08/2017,21/08/2017,936,115523,30-34,F,16,18,22,14459,1,1.389999986,1,0,0.01%,139.00%,9.61%,139.00%,,,,,,,,
,776552,22/08/2017,22/08/2017,936,115523,30-34,F,16,17,18,21596,2,2.809999943,1,0,0.01%,140.50%,13.01%,281.00%,,,,,,,,
,776553,22/08/2017,22/08/2017,936,115523,30-34,F,16,21,17,66765,8,11.04999971,1,0,0.01%,138.12%,16.55%,1105.00%,,,,,,,,
,776563,23/08/2017,23/08/2017,936,115525,30-34,F,7,9,13,1369,0,0,1,1,0.00%,0.00%,0.00%,0.00%,,,,,,,,
,776579,23/08/2017,23/08/2017,936,115527,30-34,F,10,13,14,26910,5,7.229999781,1,0,0.02%,144.60%,26.87%,723.00%,,,,,,,,
,776603,23/08/2017,23/08/2017,936,115531,30-34,F,2,3,6,506,0,0,1,0,0.00%,0.00%,0.00%,0.00%,,,,,,,,
,776615,23/08/2017,23/08/2017,936,115533,45-49,M,63,66,68,11988,3,4.269999862,1,0,0.03%,142.33%,35.62%,427.00%,,,,,,,,
,776623,23/08/2017,23/08/2017,936,115535,45-49,M,64,69,65,19353,6,9.4799999,1,1,0.03%,158.00%,48.98%,948.00%,,,,,,,,
,776631,23/08/2017,23/08/2017,936,115536,40-44,M,29,35,33,10960,2,2.890000105,1,0,0.02%,144.50%,26.37%,289.00%,,,,,,,,
,776643,23/08/2017,23/08/2017,936,115538,30-34,M,15,18,18,33491,6,10.56999969,2,1,0.02%,176.17%,31.56%,528.50%,,,,,,,,
,776644,23/08/2017,23/08/2017,936,115538,30-34,M,15,21,20,20083,2,3.200000048,2,1,0.01%,160.00%,15.93%,160.00%,,,,,,,,
,776659,23/08/2017,23/08/2017,936,115541,30-34,M,16,19,22,8817,0,0,1,1,0.00%,0.00%,0.00%,0.00%,,,,,,,,
,776661,23/08/2017,23/08/2017,936,115541,30-34,M,16,18,22,15466,1,0.970000029,1,0,0.01%,97.00%,6.27%,97.00%,,,,,,,,
,776662,22/08/2017,22/08/2017,936,115541,30-34,M,16,18,22,27072,3,4.370000005,1,0,0.01%,145.67%,16.14%,437.00%,,,,,,,,
,776663,22/08/2017,22/08/2017,936,115541,30-34,M,16,19,22,15753,1,0.569999993,1,1,0.01%,57.00%,3.62%,57.00%,,,,,,,,
,776668,22/08/2017,22/08/2017,936,115542,40-44,M,19,21,24,3523,1,1.809999943,1,1,0.03%,181.00%,51.38%,181.00%,,,,,,,,
,776685,22/08/2017,22/08/2017,936,115545,40-44,M,16,22,17,7745,0,0,1,0,0.00%,0.00%,0.00%,0.00%,,,,,,,,
,776686,22/08/2017,22/08/2017,936,115545,40-44,M,16,17,21,18709,2,3.319999933,1,0,0.01%,166.00%,17.75%,332.00%,,,,,,,,
,776687,23/08/2017,23/08/2017,936,115545,40-44,M,16,20,20,8022,0,0,2,1,0.00%,0.00%,0.00%,0.00%,,,,,,,,
,776696,22/08/2017,22/08/2017,936,115547,30-34,M,10,11,12,7966,1,1.179999948,1,1,0.01%,118.00%,14.81%,118.00%,,,,,,,,
,776697,22/08/2017,22/08/2017,936,115547,30-34,M,10,14,13,4132,0,0,1,1,0.00%,0.00%,0.00%,0.00%,,,,,,,,
,776698,22/08/2017,22/08/2017,936,115547,30-34,M,10,14,16,12785,3,4.730000019,2,1,0.02%,157.67%,37.00%,236.50%,,,,,,,,
,776699,27/08/2017,27/08/2017,936,115547,30-34,M,10,16,16,8213,1,1.379999995,1,1,0.01%,138.00%,16.80%,138.00%,,,,,,,,
,776722,27/08/2017,27/08/2017,936,115551,30-34,M,2,4,7,545,0,0,1,1,0.00%,0.00%,0.00%,0.00%,,,,,,,,
,776725,22/08/2017,22/08/2017,936,115552,40-44,M,23,26,27,2479,1,1.25999999,1,0,0.04%,126.00%,50.83%,126.00%,,,,,,,,
,776780,22/08/2017,22/08/2017,936,115561,40-44,M,2,4,3,3812,2,3.049999952,1,0,0.05%,152.50%,80.01%,305.00%,,,,,,,,
,776793,22/08/2017,22/08/2017,936,115563,45-49,M,21,23,26,1609,0,0,1,0,0.00%,0.00%,0.00%,0.00%,,,,,,,,
,776799,22/08/2017,22/08/2017,936,115564,45-49,M,20,22,26,10257,3,3.579999924,1,1,0.03%,119.33%,34.90%,358.00%,,,,,,,,
,776817,22/08/2017,22/08/2017,936,115567,40-44,M,10,14,16,12356,4,6.279999971,1,0,0.03%,157.00%,50.83%,628.00%,,,,,,,,
,776825,23/08/2017,23/08/2017,936,115568,45-49,M,18,23,20,7410,1,1.210000038,1,0,0.01%,121.00%,16.33%,121.00%,,,,,,,,
,776829,23/08/2017,23/08/2017,936,115569,45-49,M,16,20,19,140098,28,46.63000011,1,0,0.02%,166.54%,33.28%,4663.00%,,,,,,,,
,776831,22/08/2017,22/08/2017,936,115569,45-49,M,16,18,20,107021,20,34.44000012,1,0,0.02%,172.20%,32.18%,3444.00%,,,,,,,,
,776840,22/08/2017,22/08/2017,936,115571,35-39,M,36,38,40,2797,1,1.289999962,1,0,0.04%,129.00%,46.12%,129.00%,,,,,,,,
,776861,22/08/2017,22/08/2017,936,115574,45-49,M,7,9,12,16461,6,9.21999979,1,0,0.04%,153.67%,56.01%,922.00%,,,,,,,,
,776892,30/08/2017,30/08/2017,936,115580,40-44,M,63,66,69,17488,5,7.719999909,1,0,0.03%,154.40%,44.14%,772.00%,,,,,,,,
,776928,30/08/2017,30/08/2017,936,115586,35-39,M,10,11,15,9750,2,1.5,1,1,0.02%,75.00%,15.38%,150.00%,,,,,,,,
,776935,30/08/2017,30/08/2017,936,115587,45-49,M,36,41,38,1136,0,0,1,1,0.00%,0.00%,0.00%,0.00%,,,,,,,,
,777105,30/08/2017,30/08/2017,936,115615,45-49,M,63,67,67,4333,1,0.180000007,1,1,0.02%,18.00%,4.15%,18.00%,,,,,,,,
,777130,30/08/2017,30/08/2017,936,115619,35-39,M,16,21,22,6260,0,0,1,0,0.00%,0.00%,0.00%,0.00%,,,,,,,,
,777131,22/08/2017,22/08/2017,936,115619,35-39,M,16,19,21,6359,0,0,1,0,0.00%,0.00%,0.00%,0.00%,,,,,,,,
,777166,30/08/2017,30/08/2017,936,115625,30-34,M,63,69,65,2383,0,0,1,1,0.00%,0.00%,0.00%,0.00%,,,,,,,,
,777187,30/08/2017,30/08/2017,936,115629,40-44,M,27,31,28,11292,3,5.389999866,1,1,0.03%,179.67%,47.73%,539.00%,,,,,,,,
,777198,30/08/2017,30/08/2017,936,115631,30-34,M,64,70,69,12729,4,5.779999852,1,0,0.03%,144.50%,45.41%,578.00%,,,,,,,,
,777200,23/08/2017,23/08/2017,936,115631,30-34,M,64,69,70,1898,0,0,1,1,0.00%,0.00%,0.00%,0.00%,,,,,,,,
,777201,23/08/2017,23/08/2017,936,115631,30-34,M,64,69,65,1882,0,0,1,1,0.00%,0.00%,0.00%,0.00%,,,,,,,,
,777235,24/08/2017,24/08/2017,936,115637,30-34,M,65,66,67,2883,1,0.99000001,1,1,0.03%,99.00%,34.34%,99.00%,,,,,,,,
,777248,24/08/2017,24/08/2017,936,115639,30-34,F,7,9,10,3989,1,1.279999971,1,0,0.03%,128.00%,32.09%,128.00%,,,,,,,,
,777261,24/08/2017,24/08/2017,936,115641,40-44,M,29,31,34,19603,4,5.279999971,1,1,0.02%,132.00%,26.93%,528.00%,,,,,,,,
,777382,25/08/2017,25/08/2017,936,115675,40-44,M,24,26,27,3047,1,1.379999995,1,0,0.03%,138.00%,45.29%,138.00%,,,,,,,,
,777398,25/08/2017,25/08/2017,936,115677,35-39,M,24,27,30,3029,1,1.049999952,1,1,0.03%,105.00%,34.66%,105.00%,,,,,,,,
,777410,25/08/2017,25/08/2017,936,115679,45-49,M,26,29,28,3490,1,1.340000033,1,1,0.03%,134.00%,38.40%,134.00%,,,,,,,,
,777482,25/08/2017,25/08/2017,936,115691,45-49,M,28,32,32,2479,0,0,1,0,0.00%,0.00%,0.00%,0.00%,,,,,,,,
,777495,25/08/2017,25/08/2017,936,115693,40-44,M,19,25,25,19581,7,10.42999983,2,0,0.04%,149.00%,53.27%,521.50%,,,,,,,,
,777519,24/08/2017,24/08/2017,936,115697,45-49,M,29,34,32,19537,5,6.099999905,1,0,0.03%,122.00%,31.22%,610.00%,,,,,,,,
,777625,24/08/2017,24/08/2017,936,115715,45-49,M,16,17,19,59433,12,19.65999949,3,0,0.02%,163.83%,33.08%,655.33%,,,,,,,,
,777627,23/08/2017,23/08/2017,936,115715,45-49,M,16,17,19,157534,33,56.19000077,2,0,0.02%,170.27%,35.67%,2809.50%,,,,,,,,
,777638,23/08/2017,23/08/2017,936,115717,40-44,M,7,10,12,1781,0,0,1,1,0.00%,0.00%,0.00%,0.00%,,,,,,,,
,777670,23/08/2017,23/08/2017,936,115723,40-44,M,16,19,19,23769,4,6.029999852,1,0,0.02%,150.75%,25.37%,603.00%,,,,,,,,
,777673,23/08/2017,23/08/2017,936,115723,40-44,M,16,18,17,7101,0,0,1,0,0.00%,0.00%,0.00%,0.00%,,,,,,,,
,777742,23/08/2017,23/08/2017,936,115735,35-39,M,64,69,68,4726,1,1.830000043,1,1,0.02%,183.00%,38.72%,183.00%,,,,,,,,
,777758,24/08/2017,24/08/2017,936,115737,30-34,M,19,20,20,5209,1,0.959999979,2,0,0.02%,96.00%,18.43%,48.00%,,,,,,,,
,777794,24/08/2017,24/08/2017,936,115743,30-34,M,18,23,24,13473,3,2.619999945,3,0,0.02%,87.33%,19.45%,87.33%,,,,,,,,
,777816,23/08/2017,23/08/2017,936,115747,40-44,M,2,7,7,500,0,0,1,1,0.00%,0.00%,0.00%,0.00%,,,,,,,,
,777871,23/08/2017,23/08/2017,936,115756,30-34,M,20,26,23,4616,1,1.360000014,1,0,0.02%,136.00%,29.46%,136.00%,,,,,,,,
,777904,30/08/2017,30/08/2017,936,115762,30-34,M,31,32,33,3279,0,0,1,0,0.00%,0.00%,0.00%,0.00%,,,,,,,,
,777905,30/08/2017,30/08/2017,936,115762,30-34,M,31,36,36,3288,0,0,1,0,0.00%,0.00%,0.00%,0.00%,,,,,,,,
,778037,28/08/2017,28/08/2017,936,115784,35-39,M,27,29,28,14615,4,6.050000191,1,0,0.03%,151.25%,41.40%,605.00%,,,,,,,,
,778048,28/08/2017,28/08/2017,936,115786,30-34,M,27,28,29,56615,12,19.88000035,2,0,0.02%,165.67%,35.11%,994.00%,,,,,,,,
,778085,28/08/2017,28/08/2017,936,115792,30-34,M,26,32,31,11735,3,4.529999971,1,1,0.03%,151.00%,38.60%,453.00%,,,,,,,,
,778087,28/08/2017,28/08/2017,936,115792,30-34,M,26,30,32,15910,5,6.779999852,1,0,0.03%,135.60%,42.61%,678.00%,,,,,,,,
,778112,28/08/2017,28/08/2017,936,115796,35-39,M,29,33,35,11446,2,3.090000033,1,1,0.02%,154.50%,27.00%,309.00%,,,,,,,,
,778113,28/08/2017,28/08/2017,936,115796,35-39,M,29,35,35,4595,0,0,1,0,0.00%,0.00%,0.00%,0.00%,,,,,,,,
,778124,28/08/2017,28/08/2017,936,115798,30-34,M,29,34,32,4871,0,0,1,0,0.00%,0.00%,0.00%,0.00%,,,,,,,,
,778148,28/08/2017,28/08/2017,936,115802,35-39,M,28,32,30,3199,0,0,1,0,0.00%,0.00%,0.00%,0.00%,,,,,,,,
,778156,28/08/2017,28/08/2017,936,115804,30-34,M,28,32,31,9388,2,3.140000105,1,0,0.02%,157.00%,33.45%,314.00%,,,,,,,,
,778161,27/08/2017,27/08/2017,936,115804,30-34,M,28,31,33,17954,6,7.5400002,2,1,0.03%,125.67%,42.00%,377.00%,,,,,,,,
,778208,27/08/2017,27/08/2017,936,115812,40-44,F,29,32,32,2755,0,0,1,0,0.00%,0.00%,0.00%,0.00%,,,,,,,,
,778264,27/08/2017,27/08/2017,936,115822,40-44,F,27,31,30,8152,1,0.99000001,1,0,0.01%,99.00%,12.14%,99.00%,,,,,,,,
,778266,27/08/2017,27/08/2017,936,115822,40-44,F,27,32,28,74542,19,34.1500001,1,0,0.03%,179.74%,45.81%,3415.00%,,,,,,,,
,778421,27/08/2017,27/08/2017,936,115848,40-44,F,20,21,23,6699,2,3.090000033,1,0,0.03%,154.50%,46.13%,309.00%,,,,,,,,
,778422,27/08/2017,27/08/2017,936,115848,40-44,F,20,25,24,11911,4,3.959999919,1,0,0.03%,99.00%,33.25%,396.00%,,,,,,,,
,778461,27/08/2017,27/08/2017,936,115854,40-44,M,29,35,33,10090,2,2.650000095,1,1,0.02%,132.50%,26.26%,265.00%,,,,,,,,
,778471,27/08/2017,27/08/2017,936,115856,30-34,M,32,35,36,1273,0,0,1,1,0.00%,0.00%,0.00%,0.00%,,,,,,,,
,778483,27/08/2017,27/08/2017,936,115858,40-44,F,18,24,20,24188,5,8.179999828,1,0,0.02%,163.60%,33.82%,818.00%,,,,,,,,
,778529,27/08/2017,27/08/2017,936,115866,30-34,M,31,35,33,2214,0,0,1,0,0.00%,0.00%,0.00%,0.00%,,,,,,,,
,778556,28/08/2017,28/08/2017,936,115870,40-44,M,32,35,38,9735,4,4.130000114,1,1,0.04%,103.25%,42.42%,413.00%,,,,,,,,
,778590,28/08/2017,28/08/2017,936,115876,30-34,M,30,36,36,1371,0,0,1,1,0.00%,0.00%,0.00%,0.00%,,,,,,,,
,778600,29/08/2017,29/08/2017,936,115878,40-44,F,22,23,25,10750,4,5.389999866,1,0,0.04%,134.75%,50.14%,539.00%,,,,,,,,
,778626,29/08/2017,29/08/2017,936,115882,30-34,M,29,33,35,7629,1,0.720000029,1,1,0.01%,72.00%,9.44%,72.00%,,,,,,,,
,778628,29/08/2017,29/08/2017,936,115882,30-34,M,29,35,30,4608,0,0,1,0,0.00%,0.00%,0.00%,0.00%,,,,,,,,
,778674,29/08/2017,29/08/2017,936,115890,35-39,M,29,31,30,3732,0,0,1,0,0.00%,0.00%,0.00%,0.00%,,,,,,,,
,778689,30/08/2017,30/08/2017,936,115892,30-34,M,28,32,32,7453,1,1.679999948,1,1,0.01%,168.00%,22.54%,168.00%,,,,,,,,
,778722,30/08/2017,30/08/2017,936,115898,35-39,F,64,70,67,41785,14,19.10000038,1,0,0.03%,136.43%,45.71%,1910.00%,,,,,,,,
,778737,30/08/2017,30/08/2017,936,115900,35-39,M,27,32,30,8077,2,3.579999924,1,1,0.02%,179.00%,44.32%,358.00%,,,,,,,,
,778756,30/08/2017,30/08/2017,936,115904,35-39,F,63,65,65,5602,1,1.580000043,1,0,0.02%,158.00%,28.20%,158.00%,,,,,,,,
,778804,30/08/2017,30/08/2017,936,115912,30-34,M,26,29,29,6184,2,2.75,1,1,0.03%,137.50%,44.47%,275.00%,,,,,,,,
,778808,29/08/2017,29/08/2017,936,115912,30-34,M,26,28,29,1738,0,0,1,0,0.00%,0.00%,0.00%,0.00%,,,,,,,,
,778964,29/08/2017,29/08/2017,936,115938,35-39,F,27,33,28,112460,25,41.29000068,1,0,0.02%,165.16%,36.72%,4129.00%,,,,,,,,
,779057,29/08/2017,29/08/2017,936,115954,40-44,M,15,21,21,4414,0,0,1,0,0.00%,0.00%,0.00%,0.00%,,,,,,,,
,779106,28/08/2017,28/08/2017,936,115962,35-39,F,30,35,36,14670,7,9.410000324,1,0,0.05%,134.43%,64.14%,941.00%,,,,,,,,
,779438,28/08/2017,28/08/2017,936,116031,30-34,F,64,66,69,33144,9,13.40999985,1,0,0.03%,149.00%,40.46%,1341.00%,,,,,,,,
,779453,29/08/2017,29/08/2017,936,116033,45-49,M,64,68,70,4397,1,0.949999988,1,0,0.02%,95.00%,21.61%,95.00%,,,,,,,,
,779488,29/08/2017,29/08/2017,936,116039,45-49,M,65,68,69,1006,0,0,1,0,0.00%,0.00%,0.00%,0.00%,,,,,,,,
,779573,29/08/2017,29/08/2017,936,116053,35-39,F,10,13,16,89527,24,32.28999996,1,0,0.03%,134.54%,36.07%,3229.00%,,,,,,,,
,779608,29/08/2017,29/08/2017,936,116059,35-39,F,15,18,16,2459,0,0,1,0,0.00%,0.00%,0.00%,0.00%,,,,,,,,
,779609,29/08/2017,29/08/2017,936,116059,35-39,F,15,20,18,7116,2,1.730000019,1,1,0.03%,86.50%,24.31%,173.00%,,,,,,,,
,779622,29/08/2017,29/08/2017,936,116061,30-34,F,15,18,17,8613,1,0.889999986,2,0,0.01%,89.00%,10.33%,44.50%,,,,,,,,
,779631,19/08/2017,19/08/2017,936,116063,35-39,F,16,19,18,9730,1,1.379999995,1,0,0.01%,138.00%,14.18%,138.00%,,,,,,,,
,779644,19/08/2017,19/08/2017,936,116065,30-34,F,16,20,20,51816,8,10.2299999,2,1,0.02%,127.87%,19.74%,511.50%,,,,,,,,
,779645,22/08/2017,22/08/2017,936,116065,30-34,F,16,21,20,27289,3,4.429999828,1,0,0.01%,147.67%,16.23%,443.00%,,,,,,,,
,779715,22/08/2017,22/08/2017,936,116077,30-34,F,29,32,33,20409,4,3.829999924,1,0,0.02%,95.75%,18.77%,383.00%,,,,,,,,
,779716,22/08/2017,22/08/2017,936,116077,30-34,F,29,32,34,8044,1,1.110000014,1,0,0.01%,111.00%,13.80%,111.00%,,,,,,,,
,779738,22/08/2017,22/08/2017,936,116081,30-34,F,28,32,33,15645,4,5.349999905,1,0,0.03%,133.75%,34.20%,535.00%,,,,,,,,
,779778,22/08/2017,22/08/2017,936,116087,30-34,F,31,37,34,2466,0,0,2,2,0.00%,0.00%,0.00%,0.00%,,,,,,,,
,779789,22/08/2017,22/08/2017,936,116089,45-49,M,10,14,13,11611,3,3.950000048,1,1,0.03%,131.67%,34.02%,395.00%,,,,,,,,
,779824,22/08/2017,22/08/2017,936,116095,45-49,M,7,13,9,9375,3,4.019999981,1,0,0.03%,134.00%,42.88%,402.00%,,,,,,,,
,779871,22/08/2017,22/08/2017,936,116103,30-34,F,32,37,34,4402,1,1.330000043,1,1,0.02%,133.00%,30.21%,133.00%,,,,,,,,
,779918,22/08/2017,22/08/2017,936,116111,30-34,F,18,23,24,8469,2,3.089999914,1,0,0.02%,154.50%,36.49%,309.00%,,,,,,,,
,779922,22/08/2017,22/08/2017,936,116111,30-34,F,18,22,24,5823,1,1.419999957,1,1,0.02%,142.00%,24.39%,142.00%,,,,,,,,
,779944,21/08/2017,21/08/2017,936,116115,35-39,M,10,13,16,2549,0,0,1,0,0.00%,0.00%,0.00%,0.00%,,,,,,,,
,779979,21/08/2017,21/08/2017,936,116121,35-39,M,16,17,21,25817,4,6.019999981,1,0,0.02%,150.50%,23.32%,602.00%,,,,,,,,
,779995,21/08/2017,21/08/2017,936,116123,30-34,F,20,24,25,1961,0,0,1,0,0.00%,0.00%,0.00%,0.00%,,,,,,,,
,780064,21/08/2017,21/08/2017,936,116135,30-34,F,22,24,25,2554,0,0,1,0,0.00%,0.00%,0.00%,0.00%,,,,,,,,
,780104,21/08/2017,21/08/2017,936,116147,30-34,F,25,27,26,4971,1,1.230000019,1,1,0.02%,123.00%,24.74%,123.00%,,,,,,,,
,780199,22/08/2017,22/08/2017,936,116163,35-39,F,23,28,27,1030,0,0,1,1,0.00%,0.00%,0.00%,0.00%,,,,,,,,
,780318,22/08/2017,22/08/2017,936,116183,45-49,F,29,32,31,162341,56,77.07999969,3,0,0.03%,137.64%,47.48%,2569.33%,,,,,,,,
,780323,21/08/2017,21/08/2017,936,116183,45-49,F,29,35,34,24542,7,9.329999924,1,0,0.03%,133.29%,38.02%,933.00%,,,,,,,,
,780486,21/08/2017,21/08/2017,936,116216,30-34,F,65,69,71,2879,0,0,1,1,0.00%,0.00%,0.00%,0.00%,,,,,,,,
